"subject" "activity" "TimeDomain_BodyAcc-Mean-1                " "TimeDomain_BodyAcc-Mean-2                " "TimeDomain_BodyAcc-Mean-3                " "TimeDomain_GravityAcc-Mean-1             " "TimeDomain_GravityAcc-Mean-2             " "TimeDomain_GravityAcc-Mean-3             " "TimeDomain_BodyAccJerk-Mean-1            " "TimeDomain_BodyAccJerk-Mean-2            " "TimeDomain_BodyAccJerk-Mean-3            " "TimeDomain_BodyGyro-Mean-1               " "TimeDomain_BodyGyro-Mean-2               " "TimeDomain_BodyGyro-Mean-3               " "TimeDomain_BodyGyroJerk-Mean-1           " "TimeDomain_BodyGyroJerk-Mean-2           " "TimeDomain_BodyGyroJerk-Mean-3           " "TimeDomain_BodyAccMag-Mean-1             " "TimeDomain_GravityAccMag-Mean-1          " "TimeDomain_BodyAccJerkMag-Mean-1         " "TimeDomain_BodyGyroMag-Mean-1            " "TimeDomain_BodyGyroJerkMag-Mean-1        " "FrequencyDomain_BodyAcc-Mean-1                " "FrequencyDomain_BodyAcc-Mean-2                " "FrequencyDomain_BodyAcc-Mean-3                " "FrequencyDomain_BodyAcc-MeanFreq-1            " "FrequencyDomain_BodyAcc-MeanFreq-2            " "FrequencyDomain_BodyAcc-MeanFreq-3            " "FrequencyDomain_BodyAccJerk-Mean-1            " "FrequencyDomain_BodyAccJerk-Mean-2            " "FrequencyDomain_BodyAccJerk-Mean-3            " "FrequencyDomain_BodyAccJerk-MeanFreq-1        " "FrequencyDomain_BodyAccJerk-MeanFreq-2        " "FrequencyDomain_BodyAccJerk-MeanFreq-3        " "FrequencyDomain_BodyGyro-Mean-1               " "FrequencyDomain_BodyGyro-Mean-2               " "FrequencyDomain_BodyGyro-Mean-3               " "FrequencyDomain_BodyGyro-MeanFreq-1           " "FrequencyDomain_BodyGyro-MeanFreq-2           " "FrequencyDomain_BodyGyro-MeanFreq-3           " "FrequencyDomain_BodyAccMag-Mean-1             " "FrequencyDomain_BodyAccMag-MeanFreq-1         " "FrequencyDomain_BodyAccJerkMag-Mean-1         " "FrequencyDomain_BodyAccJerkMag-MeanFreq-1     " "FrequencyDomain_BodyGyroMag-Mean-1            " "FrequencyDomain_BodyGyroMag-MeanFreq-1        " "FrequencyDomain_BodyGyroJerkMag-Mean-1        " "FrequencyDomain_BodyGyroJerkMag-MeanFreq-1    " "TimeDomain_BodyAcc-STD-1                 " "TimeDomain_BodyAcc-STD-2                 " "TimeDomain_BodyAcc-STD-3                 " "TimeDomain_GravityAcc-STD-1              " "TimeDomain_GravityAcc-STD-2              " "TimeDomain_GravityAcc-STD-3              " "TimeDomain_BodyAccJerk-STD-1             " "TimeDomain_BodyAccJerk-STD-2             " "TimeDomain_BodyAccJerk-STD-3             " "TimeDomain_BodyGyro-STD-1                " "TimeDomain_BodyGyro-STD-2                " "TimeDomain_BodyGyro-STD-3                " "TimeDomain_BodyGyroJerk-STD-1            " "TimeDomain_BodyGyroJerk-STD-2            " "TimeDomain_BodyGyroJerk-STD-3            " "TimeDomain_BodyAccMag-STD-1              " "TimeDomain_GravityAccMag-STD-1           " "TimeDomain_BodyAccJerkMag-STD-1          " "TimeDomain_BodyGyroMag-STD-1             " "TimeDomain_BodyGyroJerkMag-STD-1         " "FrequencyDomain_BodyAcc-STD-1                 " "FrequencyDomain_BodyAcc-STD-2                 " "FrequencyDomain_BodyAcc-STD-3                 " "FrequencyDomain_BodyAccJerk-STD-1             " "FrequencyDomain_BodyAccJerk-STD-2             " "FrequencyDomain_BodyAccJerk-STD-3             " "FrequencyDomain_BodyGyro-STD-1                " "FrequencyDomain_BodyGyro-STD-2                " "FrequencyDomain_BodyGyro-STD-3                " "FrequencyDomain_BodyAccMag-STD-1              " "FrequencyDomain_BodyAccJerkMag-STD-1          " "FrequencyDomain_BodyGyroMag-STD-1             " "FrequencyDomain_BodyGyroJerkMag-STD-1         "
1 "LAYING" 0.0169928055840658 -0.0274799651004836 -0.0232071927896778 -0.256033333757932 0.707611297621672 0.440181662252908 0.0765095560986231 0.00898938061465661 -0.0226099340921643 -0.0213310880437404 -0.0150963673657237 -0.0483833828214914 -0.111425710563389 -0.0406227169138485 -0.0722489407214939 -0.881916063760641 -0.881916063760641 -0.955728990029751 -0.880714610310285 -0.963769053485889 -0.942351606992362 -0.86358363059217 -0.882471838101912 -0.0104287501087512 0.146719479855181 0.179288896313387 -0.958083589009773 -0.924427416674464 -0.948363093279952 0.0426870634617441 0.0358598088252395 0.172229640045569 -0.862701147048631 -0.954454709562989 -0.908594755338519 0.0178170248871803 -0.0673448955627892 -0.0323926287629349 -0.86453279812409 0.124926849514372 -0.935164204789198 0.284818564724551 -0.872919090958507 -0.14920557332783 -0.945309886608782 0.224491518253264 -0.93243997736703 -0.882169993456943 -0.874043023129062 -0.927648220116418 -0.913837036402999 -0.905620976228714 -0.959333042309584 -0.925645918263338 -0.955113723023536 -0.874622337545242 -0.952833158997297 -0.923974697153307 -0.919914237947401 -0.968753078242941 -0.95817266556086 -0.844845358114417 -0.844845358114417 -0.929774241471302 -0.822335244615372 -0.937853458366291 -0.928941789573528 -0.893189169791138 -0.881192000914256 -0.964741176197217 -0.932943104563588 -0.960107249096184 -0.879920303550122 -0.952798092224238 -0.932830178689003 -0.848902489314777 -0.923483015768551 -0.823313031976908 -0.933973079225508
1 "LIE_TO_SIT" 0.546642336614178 -0.389141072258313 -0.1829733910242 0.0650220916716153 0.703834881852066 0.493168462468734 0.103713694473371 -0.376024467906488 0.0270312601147177 0.17485287873264 0.0985725611393702 0.508100528028574 0.0784879271222582 0.000985275354768926 -0.0451191151243081 -0.159193580817742 -0.159193580817742 -0.811753803716888 -0.2730032919795 -0.843438819456732 -0.634865938517042 -0.206240403701678 -0.677804948093597 -0.560565373417522 -0.222334195039573 -0.438293571477441 -0.847846172677492 -0.745624588997084 -0.853851329353209 -0.192772385973026 -0.290305102556996 -0.247071339550383 -0.477732603419854 -0.766654473581855 -0.452563150601516 -0.202978630619504 -0.415791814776748 -0.302581431965254 -0.206830336069322 -0.374429595609559 -0.82755828625785 0.0622073678790118 -0.547136259681048 -0.31749468930858 -0.865217195302538 0.0959161171497258 -0.355992611332068 -0.231129724752625 -0.590700322383355 -0.228304150750684 -0.557109634512248 -0.748183103708508 -0.847289224701834 -0.750890617263994 -0.871691840437064 -0.49772169048426 -0.682572617895662 -0.374523508573518 -0.764858466529408 -0.881894329160005 -0.873498146827539 0.0327101666463216 0.0327101666463216 -0.836819474389945 -0.356325856011244 -0.869976598614504 -0.275211341869647 -0.278746769390267 -0.601167377898646 -0.860643521344606 -0.77619898620749 -0.88809708391389 -0.510956522097508 -0.642420333813204 -0.398941810809236 0.0325129103746312 -0.849695639711716 -0.354870899602553 -0.885551542674031
1 "LIE_TO_STAND" 0.531331919826371 -0.252072584750179 0.100084405343681 -0.124933549528176 0.529226305068118 0.259830099608548 0.143145373040151 0.0458492091134583 -0.15558055894943 0.223721780521691 0.0800888474284865 0.279339353411778 -0.152773821941873 -0.149425862680398 -0.0786996160265506 -0.0688048534938196 -0.0688048534938196 -0.768641850450081 -0.201264937298479 -0.799018956761311 -0.542748478131764 -0.431841438604701 -0.498752120943076 -0.34091084192572 -0.20380153686721 -0.0693963121657591 -0.720363189690438 -0.735964091894152 -0.780596767645255 -0.0954039932303739 -0.169476827617715 0.0213746853401936 -0.432552280029628 -0.623248468003415 -0.485638514159959 -0.361295365492125 -0.106687333591236 -0.289675444139572 -0.26683803425186 -0.237990684493116 -0.661982606697682 0.0452543113822024 -0.515832385069835 -0.292127489146447 -0.714552197154382 0.0473768802080778 -0.421482484545753 -0.430325450640661 -0.47744229527898 -0.122910097814579 -0.27868093519368 -0.648575635038108 -0.726514264984259 -0.742382770024923 -0.806364146394013 -0.347288922623462 -0.537223017712479 -0.429393306617381 -0.771623425211216 -0.750061726963108 -0.785625632895191 -0.239649611891824 -0.239649611891824 -0.674294637340718 -0.221440444394371 -0.710850801328519 -0.387318283907627 -0.462755485542231 -0.513880977286673 -0.759507861988619 -0.769988587377812 -0.830976664783759 -0.340072700458847 -0.499705290931094 -0.457244565596402 -0.28074976965243 -0.692305229223936 -0.192720085852015 -0.72522224505274
1 "SIT_TO_LIE" -0.362971827638824 0.421995741008171 0.0841607387526435 0.699763046469052 0.369766219491696 0.24422050456735 -0.00274150007800366 0.0805792571264321 0.0317523442822126 -0.123075410450054 -0.0883682110922038 -0.398023580951072 -0.0585385832071927 0.101428611182271 0.0964056806264603 -0.152555997583753 -0.152555997583753 -0.729507392167285 -0.354126117721392 -0.801914955971334 -0.643445132695242 -0.286052129738056 -0.550664372471715 -0.276592500311872 -0.197677370234749 -0.435275548614737 -0.753514173279186 -0.652464595314019 -0.786551587577433 0.0810898514941447 -0.204330383002785 -0.0624630590659686 -0.594832663897946 -0.664667981862883 -0.527857062363887 -0.308045052231613 -0.12716005796384 -0.417265466203657 -0.330095341035583 -0.333461891198301 -0.725724991188688 -0.0215439052115302 -0.6570051030342 -0.277962696118246 -0.813047979865682 0.23636868715541 -0.526790947264247 -0.311108155157913 -0.35959538599211 -0.372524199358854 -0.219234734177427 -0.747250719987548 -0.755032869437385 -0.656555819030501 -0.809493716673783 -0.554748090696128 -0.594600622254463 -0.435668824643274 -0.780001472765195 -0.80471560724966 -0.840456328335039 -0.245849031403258 -0.245849031403258 -0.730147554095718 -0.455576827157278 -0.817226150011333 -0.488586163775519 -0.355096366638245 -0.36727016720026 -0.779706606284606 -0.687726647671367 -0.831600565311804 -0.551458758465665 -0.561911593178231 -0.453788306618164 -0.268661728921878 -0.737813458507883 -0.436110207981833 -0.834923768561897
1 "SIT_TO_STAND" 0.149521534665034 -0.576031403178748 -0.354283707330955 0.770516454211549 0.204846618908842 0.34094735024028 0.0563243260466157 -0.0373915595384412 -0.123985389536744 -0.0704484266650758 -0.216245735492468 0.154221723017281 -0.114611153530563 -0.0204759004447337 -0.0633452636396124 -0.148532105634498 -0.148532105634498 -0.817641862819924 -0.416093069511302 -0.856096184909038 -0.692772660975508 -0.416105145919479 -0.620100053567587 -0.694340358214713 -0.822356364192419 -0.640184408682184 -0.803075175189416 -0.794826269082577 -0.876719484551236 -0.669466761512943 -0.642517458978427 -0.430119085891182 -0.766075610229142 -0.740278355905482 -0.355432674026364 -0.538208589613489 -0.661673565417403 -0.856592000904691 -0.398196438439689 -0.814666824618206 -0.783660864750024 -0.347489334327877 -0.593978304101767 -0.75757133286335 -0.867262899614997 -0.0879205767132955 -0.635848767675492 0.017534992480733 -0.376558541216044 -0.72807986125006 0.0039407423636974 -0.592006546617091 -0.787352201827192 -0.779083014747334 -0.88444221659637 -0.743307122393265 -0.575882594183933 -0.0519893022488602 -0.853534492768624 -0.882094481829639 -0.763943945674342 0.150986450059896 0.150986450059896 -0.770433537081738 -0.216617140571191 -0.859544127887532 -0.615357138387191 0.0297016010234309 -0.37612664349697 -0.789633947215258 -0.776213747034004 -0.889738715578962 -0.741445170862411 -0.504167149028648 -0.0591834100818804 0.200111113517291 -0.755496344413129 -0.155638907525464 -0.859402548495566
1 "SITTING" 0.0328016844153821 0.0117161828297337 -0.0176082882203402 0.827477858653024 0.209492779621785 0.33277600169567 0.0773459761328673 0.000355777385806751 -0.0404173147915411 -0.0452082019006583 -0.0327398796510559 -0.0926501947103814 -0.0935802993152249 -0.0395376165466599 -0.047780258966542 -0.96299167164899 -0.96299167164899 -0.988264847313759 -0.93148573512102 -0.992100179056389 -0.981425963112628 -0.94514761055839 -0.963577486779414 0.0585360773497479 0.0989941602258748 0.303313895607829 -0.987218629312379 -0.981749271909833 -0.985890173148308 0.123830306728934 0.0575856331669752 0.232271685889678 -0.978070328206355 -0.976701160963119 -0.951628704017949 0.190363253273576 0.0306927567601385 -0.0562226916453523 -0.951575104214717 0.242606875600618 -0.985579232621591 0.340636986614131 -0.959970990030486 -0.0144082211357677 -0.990295272143381 0.233507316568131 -0.977706254183436 -0.948767708453872 -0.957750031468536 -0.975300012849599 -0.941770140320143 -0.9678662685304 -0.986698969965818 -0.981707841833417 -0.987947461959107 -0.978121075796976 -0.966739895212546 -0.951789685789221 -0.991735131243439 -0.989752257548762 -0.988584709691352 -0.946680740320544 -0.946680740320544 -0.984526499893668 -0.936032976527668 -0.988809231830186 -0.976201591616485 -0.951919780691315 -0.959050271020479 -0.987322353441066 -0.983051603355712 -0.987990291314167 -0.978546563654676 -0.962348400534772 -0.954922164552998 -0.948187086227581 -0.982497130668679 -0.93351481480512 -0.987692073776235
1 "STAND_TO_LIE" -0.349659351504156 0.547862257169425 0.324879042286309 0.592524655492976 0.190704959924904 0.162044987120541 0.0314577144168061 -0.0700694229498727 -0.0649524999082949 -0.363787154116976 0.184109460208491 -0.294327168764922 -0.0748662577458647 -0.0133338457150498 0.110844006038866 0.0995689968241713 0.0995689968241713 -0.697939196465055 -0.165659923224571 -0.763981541448103 -0.565805600501136 -0.0690119175411481 -0.426029251855117 -0.29325605646811 -0.191926451635863 -0.215647423573771 -0.737536750111535 -0.588507248957785 -0.771075814858472 -0.0557654546945927 -0.283945128305028 -0.0605955537837093 -0.399005516038428 -0.624758319257231 -0.379174047449101 -0.14915002887227 -0.12030068723817 -0.202465015213784 -0.200763678649331 -0.367558863416128 -0.674242606239513 0.319888919813871 -0.569694863668519 -0.290669973386186 -0.78520863773664 0.0855214127771376 -0.495088297587623 -0.00626299102278088 -0.342720925538661 -0.307572215700546 0.173146000600995 -0.360032140802567 -0.745610631737527 -0.588096869713221 -0.798127136412513 -0.454625159431568 -0.567508219575133 -0.409955127959069 -0.723840667828761 -0.785928876425809 -0.761220392267445 -0.0864883682463206 -0.0864883682463206 -0.70789806066802 -0.389272252233553 -0.782347592588007 -0.470071632414694 -0.0508389194754809 -0.37281825718378 -0.779654705316297 -0.617937952409203 -0.823937206001081 -0.477836753291322 -0.541493200610741 -0.456609660844064 -0.108258015006428 -0.75986295650079 -0.388343082667895 -0.795853974664695
1 "STAND_TO_SIT" 0.0142021989892624 0.11550881679796 0.109914798207341 0.909651880414689 -0.284895181430924 0.0471070007038121 0.123774223542947 0.282726490880354 0.187392292841977 -0.00806498995216457 0.156118478071298 -0.257895035773356 -0.101000570422174 0.00133306521079627 -0.23551347890233 -0.499397163431399 -0.499397163431399 -0.766167556584365 -0.42341747210597 -0.82080533470415 -0.714224612404053 -0.394311465395723 -0.596605751042085 -0.311721488546551 -0.173327672017889 -0.162692251343014 -0.73858184569117 -0.714548312201012 -0.813823173300131 -0.23542119123813 -0.486043334635185 0.0600659834512732 -0.630819816429782 -0.701092602049767 -0.418032252522824 -0.437723180970198 -0.293848943436096 -0.452337123538323 -0.53132226510983 -0.158761976899648 -0.693678059837286 -0.0704427642452984 -0.633881772704367 -0.3135550525458 -0.780126157143835 -0.0147329577818454 -0.727117526940044 -0.346416265347461 -0.542933921746849 -0.926751625817657 -0.795267230364913 -0.850054608745379 -0.732966903378383 -0.703180644018291 -0.841855018459829 -0.604255945755414 -0.650587769989743 -0.311728378810525 -0.777045225512499 -0.813219423246666 -0.761248123037535 -0.485920363231001 -0.485920363231001 -0.689709148280487 -0.475730668495661 -0.765805652106662 -0.733057932286698 -0.379374191365121 -0.565088485796763 -0.751809066733037 -0.710895820480868 -0.869899972539892 -0.603539287797483 -0.628419190549181 -0.337264221792121 -0.515735852032949 -0.686101110189104 -0.472611831964736 -0.763988895855838
1 "STANDING" 0.0396189020970252 -0.00172443335684146 -0.0216958862534855 0.939487360640584 -0.268691908679368 0.0122027830793694 0.0751357055992787 0.00744142987179804 -0.0451661688744037 -0.0255089316646633 -0.0124009361841906 -0.084657545629543 -0.0924361988723021 -0.0459854766251937 -0.0492222944802104 -0.987252830306067 -0.987252830306067 -0.99253847117315 -0.971279852871983 -0.994077878906992 -0.994653978215934 -0.974862186472312 -0.981436241000292 0.198560169379107 0.130299934020192 0.31551295059149 -0.993937408960174 -0.983755105291428 -0.989960581995903 0.188430616421886 0.0312022715260099 0.249506378682345 -0.973890759011867 -0.986050827780092 -0.979800719146922 -0.10327373139211 -0.0259981709351911 0.0489477699722198 -0.980524161292056 0.284217999100683 -0.990906635197502 0.396695911301197 -0.972204392149569 -0.0493543595884046 -0.992266282475831 0.333686914083801 -0.995425115388918 -0.979829205764252 -0.981613087803075 -0.995106804068187 -0.982651078384075 -0.984890321523208 -0.993942175742155 -0.983792210251006 -0.991685236636675 -0.976209769448786 -0.984509664031754 -0.983028830859532 -0.988935588227767 -0.994032448633208 -0.992031674264399 -0.981253126746311 -0.981253126746311 -0.991175787362728 -0.961734207449841 -0.991551053612753 -0.995533258412311 -0.981743823638401 -0.982493423207549 -0.994518385619065 -0.985118817807958 -0.991391536223757 -0.97712958328051 -0.983794310658369 -0.984882388486265 -0.982252044277348 -0.990706054806382 -0.961871512272134 -0.991219050417143
1 "WALKING" 0.0390412372978236 -0.00309333487287248 -0.021174790311485 0.931885331862042 -0.276807995255843 -0.0679519762539963 0.0740416333363674 0.0282721095865827 -0.0417170850845855 -0.0418309635981228 -0.0180353285087636 -0.0786106482051593 -0.0899975423207404 -0.039842870597811 -0.0461309295430488 -0.350781321695379 -0.350781321695379 -0.141876845565684 -0.16094712856407 -0.298737593114772 -0.202810368681739 0.0897127263820142 -0.331688308076371 -0.0836421633653538 0.141356410159202 0.145984433053666 -0.170546964654593 -0.0352255239673926 -0.468960537216377 -0.280959894310158 -0.350090235487494 -0.0233436342374235 -0.339042501004698 -0.103064696968455 -0.255840614620486 0.0405189177679455 -0.0495273554490946 -0.0411339422370272 -0.128273794900842 0.211610413980376 -0.0570582257158126 0.0969747503697913 -0.199252568731158 0.247346651786543 -0.319310994998636 0.232958639281171 -0.283806247011952 -0.226579295111694 -0.464096799916341 -0.981184198879775 -0.972863323173336 -0.965709006704955 -0.113615602228113 0.0670025010340823 -0.502699789012617 -0.473536848762809 -0.0545992999301073 -0.44745518590732 -0.207305238367711 -0.304468510285916 -0.404464875231494 -0.402708558664896 -0.402708558664896 -0.0744571125276539 -0.186978364685116 -0.325324879271209 -0.319035724461028 -0.351131699055027 -0.5427184748035 -0.133586606226751 0.10673985694334 -0.534260523661314 -0.516688145704281 -0.0335191116498754 -0.534799832816803 -0.544457234505976 -0.103753147568842 -0.321012162681334 -0.381726635373063
1 "WALKING_DOWNSTAIRS" 0.0438231797025027 0.00428613555426384 -0.0188897659882972 0.928537451606042 -0.261303508237124 -0.0619681023802383 0.05415531709433 0.0296504491042477 -0.0477095242587604 -0.0350781898532274 -0.0323664828809885 -0.0752826912775073 -0.0739592039389195 -0.0439902783850921 -0.02704610631353 -0.227278900354385 -0.227278900354385 -0.0898751137094253 -0.0757112115036344 -0.295497672834099 0.0382163390012057 0.00154990741552573 -0.225692458803674 -0.180383644275891 0.093897398504867 0.380625997010667 -0.0276638673703974 -0.128667157480371 -0.288300806059768 -0.320881543649153 -0.30425064273918 0.144895217925519 -0.352460038615589 -0.0557073055530677 -0.031787000841144 -0.0684114666492078 0.0797487258581986 -0.111064882892473 0.0968644191805046 0.141649228070598 0.0262748466864314 0.079704409415437 -0.185720286001135 0.324460412380435 -0.281965692820783 0.232345397622994 0.0299854789986819 -0.328188561960722 -0.442664074475591 -0.960229048808044 -0.940464510961034 -0.931738651299943 -0.0122838600711863 -0.101601390229122 -0.345735031838813 -0.458031890351617 -0.126340149374283 -0.262480728853024 -0.486883720994612 -0.238824827881964 -0.268950695979201 -0.219526639100306 -0.219526639100306 -0.025773744926236 -0.225724368266803 -0.30651064491059 0.0244040586634984 -0.455008045218789 -0.554295845406573 -0.0863278962196335 -0.134580009225162 -0.401307795085556 -0.495418746712542 -0.181427247940858 -0.371257993438322 -0.384502505021729 -0.104313137759972 -0.398344259651518 -0.392045531100623
1 "WALKING_UPSTAIRS" 0.0302218334196449 -0.00958712495822401 -0.0123418915940648 0.890024501723329 -0.35653821874715 -0.075253234410451 0.101372729788742 0.019486307720586 -0.0781761730845647 0.0505493798103031 -0.0827317820624544 -0.095822953384265 -0.122232767862683 -0.0421485883920472 -0.0407125529587242 -0.345482236705341 -0.345482236705341 -0.467079081621454 -0.126704122740188 -0.594924513382647 -0.404340538748808 -0.190976721130227 -0.433487691130824 -0.28826065719069 -0.119179294644454 -0.400665382111187 -0.479875245001421 -0.413444587149248 -0.685429965688942 -0.43350978385476 -0.46623435846315 -0.338905230459096 -0.49262315336369 -0.319480924459963 -0.453481098233684 -0.150646019880056 -0.404953173481963 -0.163842897396964 -0.351976963139057 -0.0707414883072503 -0.442568676826269 0.0885344448225951 -0.325961458983596 -0.218706687501138 -0.634668057182161 0.16227784108355 -0.354777661723553 -0.307633348558024 -0.289883522334352 -0.964900521630082 -0.95542316172845 -0.94252446841529 -0.446843887283695 -0.378274426413025 -0.706593530757236 -0.544872533662849 0.00411318131134913 -0.584693956697199 -0.614630548204147 -0.601696656522759 -0.606571561586417 -0.483209328739964 -0.483209328739964 -0.478971473980228 -0.148619318240183 -0.648553044558983 -0.337327821207271 -0.37219569282598 -0.310650340091392 -0.461907025878097 -0.381777064917731 -0.725530820831204 -0.565888574796891 0.151529914703522 -0.646359046398098 -0.558242319960798 -0.533422101176746 -0.18298033297356 -0.694083440564075
2 "LAYING" 0.0384707430673068 -0.00339256569380426 -0.0189004241591839 -0.50716993646042 0.755162748678849 0.645888648824055 0.0862834261454919 0.00406705129881894 -0.0438499146444692 -0.0147823559022522 -0.0470223520745441 -0.0322169149554712 -0.102778964448123 -0.0345814640105464 -0.0720249639219548 -0.979237128319015 -0.979237128319015 -0.985152075584076 -0.943191384170016 -0.989844632313433 -0.972027832258659 -0.968138293685416 -0.978915446612175 -0.0366782801190539 0.286409104243055 0.443289589097915 -0.982600737660066 -0.974838530164768 -0.981102421267578 0.0649740853638427 0.113511255692053 0.268703113373183 -0.983972792365209 -0.979741703352231 -0.958279427449168 0.0973615379458341 0.062524124513065 0.0123747745337853 -0.964294083243279 0.284810179007786 -0.976396845636096 0.341513005548009 -0.968055724992767 0.0379143739441168 -0.986887821264496 0.315086528565135 -0.969956559410157 -0.979842818411085 -0.984778658573026 -0.957276919274308 -0.984860607766264 -0.988397790327085 -0.982626434723293 -0.975512485077714 -0.983963941605506 -0.986282994545522 -0.97919786580595 -0.963157147949375 -0.991155321525895 -0.98674672589148 -0.98527229280666 -0.971088050353204 -0.971088050353204 -0.977322717236885 -0.957696080736455 -0.986042504398974 -0.96928315991652 -0.984112154088278 -0.987392883732827 -0.984280778340694 -0.978253896114835 -0.984892221850549 -0.987007674123819 -0.979266933462754 -0.966638384538327 -0.974849959542546 -0.977951303911202 -0.958386779015778 -0.985938579183038
2 "LIE_TO_SIT" 0.603514058897532 -0.354190464634654 -0.235342353881086 0.125481635604437 0.505363751697955 0.550155082062596 0.00361467822214057 -0.151474691042223 -0.0663180102804711 0.190397923218652 -0.0201266092382934 0.279952271132624 -0.0743654340945347 -0.000409745346283401 -0.0998222277987904 -0.0144910841142305 -0.0144910841142305 -0.724179355105804 -0.176222779442816 -0.807040386743553 -0.48422664357724 -0.322303452257361 -0.623804130129059 -0.374535777345609 -0.367482344251313 -0.193825246068361 -0.716136031569649 -0.656334307011438 -0.809497488994186 -0.100433883439729 -0.213655895215256 -0.12206337280121 -0.575510100560199 -0.646904870116904 -0.316675307600928 -0.2472526059181 -0.608815167190975 -0.49458625610129 -0.282943008083872 -0.457714170653357 -0.706927575969923 0.00842627119381738 -0.583823188573566 -0.408486651752673 -0.839642690039104 -0.0144610719912778 -0.27313721147591 -0.150473116306599 -0.581513462650302 0.159094447599229 -0.461557220008241 -0.713398525809892 -0.717603137475119 -0.6655635360177 -0.832472162417553 -0.583964628190666 -0.43722543541238 -0.141215324458532 -0.758421600582014 -0.862086969851601 -0.726484185236863 0.0128345800251149 0.0128345800251149 -0.712827748490982 -0.322179072385999 -0.840439105872031 -0.210768728958861 -0.166585855902037 -0.602584442376592 -0.745802691283212 -0.702423736647758 -0.854353849706759 -0.592383510304532 -0.344434197682611 -0.162969552704971 0.0204535740380251 -0.722696781788739 -0.293019394205755 -0.853067445103943
2 "LIE_TO_STAND" 0.748567779411842 -0.335205703569372 -0.327883728035784 -0.208527483824846 0.725198670360915 0.581856168941519 0.286616679954781 -0.41532282731408 -0.304693927141818 0.35041071578054 -0.148096831308193 0.628522275850326 -0.130381247356237 -0.0422203147193382 0.277479964873091 0.0641926039657094 0.0641926039657094 -0.712230571103847 -0.00354681874781381 -0.788528594211273 -0.491885821142744 -0.156686295542065 -0.445392301401447 -0.439297712161202 -0.118228702224749 -0.323620488821462 -0.675835362339658 -0.608910020410311 -0.792943924603142 -0.00636613328893937 -0.253380802860688 -0.169198478858383 -0.462356112145228 -0.601195201970384 -0.318185568438701 -0.599278549962382 -0.511361979993271 -0.228206825985845 -0.0259684923715019 -0.353399740727321 -0.629508725187035 0.0415262306371341 -0.519533406372739 -0.387930518419469 -0.7683718560793 0.0724981993243054 -0.246371728984077 -0.273678655066084 -0.32392121667606 0.0224899488310003 -0.609328302199679 -0.76914051628324 -0.70296503718029 -0.60881818106874 -0.818167448902828 -0.265713530229774 -0.480465542864945 -0.328203586026914 -0.729175774669425 -0.801758552773362 -0.761052527514476 0.129624785258911 0.129624785258911 -0.653812050599972 -0.200583252725069 -0.773960890545806 -0.169515460403346 -0.341692779890245 -0.346422313883706 -0.766356865916997 -0.638044731168763 -0.842126300477266 -0.2361413567359 -0.421776624424234 -0.373942102818836 0.103921517495749 -0.689400905806785 -0.16136775906911 -0.80078483152688
